NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
4.500000000000000000e+01,9.630000000000000000e+02,2.139999999999999858e+01,7.540896594389209229e-01,1.180215204411587671e+00,6.476258660945577450e-01,9.508962821140659605e-01,1.150067295054374883e+00
1.800000000000000000e+01,4.830000000000000000e+02,2.683333333333333215e+01,5.543350746292422526e-01,6.217184919507848795e-01,8.193002439613676913e-01,1.490251520861687329e+00,1.345262223705834259e+00
1.540000000000000000e+02,1.521000000000000000e+03,9.876623376623376416e+00,1.268358757686055771e+00,8.284844858093587394e-01,1.006209040453148074e+00,1.083653178141453566e+00,1.146810478364215680e+00
2.300000000000000000e+01,4.370000000000000000e+02,1.900000000000000000e+01,5.016641117472051548e-01,6.925206687075151635e-01,5.950846658937388733e-01,1.251893843134030515e+00,1.453736886594932276e+00
5.800000000000000000e+01,1.093000000000000000e+03,1.884482758620689680e+01,1.355275301025819612e+00,1.304680021411258828e+00,6.460262989593363869e-01,1.397667972938424263e+00,8.874282146853805786e-01
3.750000000000000000e+02,1.839000000000000000e+03,4.903999999999999915e+00,8.106436812589631336e-01,5.938763732288702135e-01,6.308566129071400130e-01,5.741506942613543441e-01,1.297862469074002156e+00
9.738000000000000000e+03,1.356400000000000000e+04,1.392893818032450159e+00,8.682034590802415464e-01,9.016892726854248696e-01,1.096178953308598381e+00,5.106368181275041662e-01,8.474571956004689488e-01
3.568000000000000000e+03,7.145000000000000000e+03,2.002522421524663532e+00,1.460333091374766523e+00,1.297906439905029963e+00,8.839716550202069145e-01,6.858214637986393969e-01,1.143935862072269494e+00
5.330000000000000000e+02,2.724000000000000000e+03,5.110694183864915807e+00,1.026492752108062012e+00,7.212796825572423964e-01,1.128116299826517954e+00,8.807329216270823879e-01,1.226390211760596927e+00
3.000000000000000000e+01,8.260000000000000000e+02,2.753333333333333499e+01,8.218813316141463376e-01,1.461281174726318799e+00,7.131512842623657367e-01,1.274660801269611010e+00,8.362467265813757766e-01
1.089100000000000000e+04,1.314000000000000000e+04,1.206500780460931121e+00,1.233060801937555961e+00,1.053974977556089598e+00,1.111742081692894013e+00,5.519196657198044420e-01,1.203051318440005346e+00
2.050000000000000000e+02,2.078000000000000000e+03,1.013658536585365866e+01,1.497798473356919624e+00,7.441725874920698258e-01,7.333827545640314582e-01,1.030900438242306372e+00,8.338131007831699471e-01
1.060000000000000000e+02,1.130000000000000000e+03,1.066037735849056567e+01,1.090016215975307956e+00,6.178424544398589680e-01,5.546790320965795384e-01,7.864886796817220915e-01,1.113406285329947565e+00
1.384500000000000000e+04,1.513600000000000000e+04,1.093246659443842583e+00,5.566232469690686191e-01,1.494938129940889482e+00,1.217812582523110088e+00,5.789932607874220816e-01,1.188362397366855561e+00
2.330000000000000000e+02,2.163000000000000000e+03,9.283261802575108135e+00,1.192498750717211564e+00,1.483834956925031534e+00,8.212307887827521302e-01,9.336370474278259390e-01,1.155606938141618523e+00
1.130000000000000000e+02,1.077000000000000000e+03,9.530973451327433565e+00,8.535631913602296228e-01,5.084647840798893759e-01,5.804063380532320515e-01,9.826758633255439079e-01,5.818312775297359574e-01
4.500000000000000000e+01,8.130000000000000000e+02,1.806666666666666643e+01,1.394930528922377455e+00,6.744493821397378186e-01,1.095291426967247794e+00,1.460273674846235936e+00,9.060375815689259982e-01
9.300000000000000000e+01,1.255000000000000000e+03,1.349462365591397806e+01,5.292433997355980857e-01,1.492854648104153803e+00,7.093678355532112567e-01,8.540875169341839435e-01,1.143192246376649734e+00
1.700000000000000000e+02,1.477000000000000000e+03,8.688235294117646390e+00,9.113594764972603457e-01,9.772754611321199381e-01,7.093253010785405266e-01,8.466249467186547362e-01,1.266648124434181399e+00
3.122000000000000000e+03,7.174000000000000000e+03,2.297885970531710509e+00,1.111860919767562184e+00,5.506395579064632395e-01,1.089352726530548043e+00,5.910259039282491633e-01,6.163336784878177266e-01
2.400000000000000000e+01,9.130000000000000000e+02,3.804166666666666430e+01,6.259453307444390324e-01,1.006810879623446731e+00,1.160774700929466441e+00,1.431888187994489581e+00,8.902812907812823751e-01
5.000000000000000000e+01,1.101000000000000000e+03,2.201999999999999957e+01,1.477804476723078020e+00,8.018084206155510207e-01,7.929071266277192276e-01,1.145797657611502318e+00,1.299175016282792861e+00
2.654000000000000000e+03,6.601000000000000000e+03,2.487189148455161813e+00,1.339550891144844158e+00,8.492909437743100254e-01,8.129802747934078422e-01,6.023562334288434794e-01,8.676457881466673738e-01
2.800000000000000000e+01,6.600000000000000000e+02,2.357142857142857295e+01,1.110732332469399175e+00,8.933276504531546536e-01,6.050478048569770673e-01,1.200701076733766026e+00,1.466389497976343659e+00
1.230000000000000000e+02,1.533000000000000000e+03,1.246341463414634099e+01,1.228174096078295641e+00,1.303122248804917227e+00,7.988286016125302202e-01,1.050598025048246953e+00,1.079778211015359313e+00
7.212000000000000000e+03,1.044200000000000000e+04,1.447864669994453735e+00,8.854638142949479152e-01,1.422758423639084668e+00,8.262321502324754263e-01,5.086562267920489155e-01,9.421655534240547247e-01
2.350000000000000000e+02,1.521000000000000000e+03,6.472340425531914576e+00,6.500777620731520434e-01,7.693349043227084572e-01,8.574628441004837898e-01,8.262477249868087625e-01,1.415523778692626466e+00
5.670000000000000000e+02,3.288000000000000000e+03,5.798941798941799064e+00,6.120532789900350323e-01,1.392922134452756033e+00,7.250104542201234459e-01,6.852140972841312960e-01,7.645515957879450708e-01
1.580000000000000000e+02,1.887000000000000000e+03,1.194303797468354489e+01,1.346894565384670672e+00,8.665293368074137303e-01,1.046577602431933096e+00,1.208676267501153312e+00,5.177299856026565950e-01
3.400000000000000000e+01,1.095000000000000000e+03,3.220588235294117396e+01,9.757707401508616263e-01,1.257421517077425221e+00,7.314180729096515510e-01,1.349754930180288026e+00,6.208266035479188538e-01
1.240000000000000000e+02,1.753000000000000000e+03,1.413709677419354804e+01,1.069030318426137605e+00,1.298524140634802704e+00,1.029236580167903981e+00,1.113827103144083619e+00,1.105726487247501222e+00
4.690000000000000000e+02,2.000000000000000000e+03,4.264392324093816633e+00,1.146476781521706512e+00,9.069079582350668689e-01,6.540421179464486201e-01,6.832443758346677942e-01,1.482592136185076015e+00
5.900000000000000000e+01,1.320000000000000000e+03,2.237288135593220417e+01,1.374441330468827882e+00,5.295875275081474154e-01,8.190231937580195742e-01,1.199834239353473775e+00,6.801785689351809161e-01
1.700000000000000000e+01,6.480000000000000000e+02,3.811764705882352899e+01,9.711175340039556181e-01,1.333548021034312026e+00,6.220138926019356251e-01,1.210736825348512902e+00,1.424648118332630720e+00
2.800000000000000000e+01,7.720000000000000000e+02,2.757142857142857295e+01,1.197493770691997472e+00,6.913033880714198887e-01,1.067786683758820354e+00,1.423844984297697458e+00,1.408637372730842552e+00
7.300000000000000000e+01,1.014000000000000000e+03,1.389041095890410915e+01,7.360098054996169203e-01,6.014106731968010822e-01,9.984510102287188493e-01,1.205649599561162688e+00,8.432915142385641882e-01
1.230000000000000000e+03,4.578000000000000000e+03,3.721951219512195319e+00,1.079867504660991351e+00,1.323646875195872985e+00,7.478522134406725419e-01,7.113569996869756329e-01,8.417021574745484624e-01
1.810000000000000000e+02,1.761000000000000000e+03,9.729281767955800575e+00,1.499715694822505663e+00,1.330711351796863395e+00,6.257618931259238959e-01,8.882305736272143593e-01,1.381157909554131091e+00
1.254400000000000000e+04,1.531800000000000000e+04,1.221141581632652962e+00,1.201231786537142465e+00,9.142066970292266337e-01,1.216600898514236473e+00,5.153724795344082343e-01,7.497606249907109444e-01
7.700000000000000000e+01,1.320000000000000000e+03,1.714285714285714235e+01,1.112717511228995981e+00,9.300887384940895730e-01,9.011579659381157015e-01,1.071212350490678755e+00,1.475425935668001287e+00
6.547000000000000000e+03,1.083600000000000000e+04,1.655109210325339753e+00,1.197866922536649614e+00,8.807164291591801364e-01,1.007580951664170943e+00,5.374068731048168290e-01,1.387586229750682243e+00
1.600000000000000000e+01,5.630000000000000000e+02,3.518750000000000000e+01,1.013234562510360703e+00,1.125916545042589645e+00,7.628182750755470032e-01,1.497977770320389368e+00,1.374900751995828951e+00
6.500000000000000000e+01,9.030000000000000000e+02,1.389230769230769269e+01,5.569486508570624661e-01,8.470284822065659025e-01,6.170935849749501489e-01,9.493355617970121729e-01,7.398168790728633093e-01
3.300000000000000000e+01,8.200000000000000000e+02,2.484848484848484773e+01,9.004630114318233902e-01,1.141411819403220118e+00,6.350236273229837858e-01,1.295585317416921178e+00,8.165414063334512917e-01
6.700000000000000000e+01,1.035000000000000000e+03,1.544776119402985159e+01,1.215643042659614981e+00,1.035094346008175403e+00,8.653658108339041810e-01,1.243197081827505102e+00,1.111972040971976661e+00
1.500000000000000000e+01,5.200000000000000000e+02,3.466666666666666430e+01,1.032960170499191310e+00,8.675227495622651608e-01,5.255055370748329402e-01,1.424261090828590870e+00,1.257947107285175115e+00
4.201000000000000000e+03,7.844000000000000000e+03,1.867174482266127145e+00,8.805716596129630203e-01,1.180217792769355789e+00,7.531234408703795236e-01,5.864331463010732381e-01,5.296521555099550360e-01
1.850000000000000000e+02,1.507000000000000000e+03,8.145945945945946676e+00,1.393814552405734375e+00,6.142051831661339278e-01,1.120432380449009280e+00,1.089896104263248455e+00,7.664263962073695202e-01
1.740000000000000000e+02,1.322000000000000000e+03,7.597701149425287070e+00,7.875711312459880986e-01,5.459775015527824626e-01,5.441236798860220603e-01,8.119363539655257700e-01,5.567228707868701054e-01
3.700000000000000000e+01,7.590000000000000000e+02,2.051351351351351227e+01,8.373907682576440248e-01,5.886339290568010085e-01,1.012409767985498643e+00,1.389637807373692580e+00,7.198511252548290829e-01
1.267000000000000000e+03,4.815000000000000000e+03,3.800315706393054604e+00,1.347777351724938510e+00,6.718654442227330881e-01,1.034157925804741751e+00,7.269596925612108462e-01,9.122481359067053930e-01
2.730000000000000000e+02,2.114000000000000000e+03,7.743589743589743613e+00,5.679005227512381460e-01,6.461104880374853865e-01,1.194471367740325363e+00,9.959076128094387359e-01,1.463285877476986796e+00
3.800000000000000000e+01,8.170000000000000000e+02,2.150000000000000000e+01,5.367310231962911793e-01,1.195924798760564567e+00,1.162308631293600181e+00,1.459451280508146098e+00,9.600553320669530377e-01
3.500000000000000000e+01,8.980000000000000000e+02,2.565714285714285836e+01,1.302008328962773298e+00,1.406477809035978854e+00,1.225231772633290861e+00,1.481525820764840295e+00,1.016199778325746816e+00
1.800000000000000000e+01,5.560000000000000000e+02,3.088888888888888928e+01,8.871365380176191584e-01,5.755421591000068338e-01,5.647063076730376441e-01,1.331589359307875586e+00,1.049068097061922611e+00
3.200000000000000000e+01,6.790000000000000000e+02,2.121875000000000000e+01,7.952469165173461363e-01,9.477699386418050320e-01,5.653941304356233655e-01,1.052327888801292355e+00,1.348916266582434798e+00
3.200000000000000000e+01,5.510000000000000000e+02,1.721875000000000000e+01,1.013367269105421631e+00,5.786080308067101940e-01,6.087820410743520760e-01,1.230643427443386173e+00,1.442394635537083136e+00
1.160000000000000000e+02,1.117000000000000000e+03,9.629310344827585411e+00,7.239321693673084201e-01,7.919439200916694732e-01,6.471783227398720806e-01,8.074051469152991878e-01,1.105870636102610272e+00
7.200000000000000000e+01,9.230000000000000000e+02,1.281944444444444464e+01,1.148448936498826844e+00,7.496677754022211815e-01,6.271085840800590949e-01,1.029404665131383734e+00,1.199537671230659130e+00
1.272000000000000000e+03,3.692000000000000000e+03,2.902515723270440162e+00,1.060870409821640159e+00,1.026539867344197887e+00,6.114308374494328291e-01,5.150991384561131037e-01,1.419557950637948096e+00
1.408000000000000000e+03,5.678000000000000000e+03,4.032670454545454142e+00,1.397430640758510645e+00,1.462258755835724511e+00,9.563268076607309709e-01,9.459516327206645148e-01,5.049373042104736697e-01
4.020000000000000000e+02,2.117000000000000000e+03,5.266169154228856009e+00,7.657906867979198395e-01,6.887199799012434509e-01,9.304205542889111280e-01,8.020284123835571544e-01,1.343701944301692208e+00
1.120000000000000000e+02,1.648000000000000000e+03,1.471428571428571352e+01,1.456198874052232917e+00,1.185446131261236991e+00,7.392999784969018773e-01,1.039420552090013494e+00,1.254622651033693970e+00
7.100000000000000000e+01,1.130000000000000000e+03,1.591549295774647810e+01,8.160985900753602307e-01,1.374293928842914347e+00,8.984914646679945660e-01,1.196165582769226798e+00,1.062416782918779168e+00
2.160000000000000000e+02,2.375000000000000000e+03,1.099537037037037024e+01,9.082593875985947030e-01,1.412565096444444279e+00,8.742303761228544801e-01,8.738253360295583638e-01,1.203775086591924559e+00
3.180000000000000000e+02,2.474000000000000000e+03,7.779874213836477814e+00,1.201904003666331988e+00,1.397795254494482720e+00,6.007447940633902084e-01,8.150719803433633670e-01,9.558122621106116545e-01
7.400000000000000000e+01,1.481000000000000000e+03,2.001351351351351227e+01,1.339450413234941184e+00,1.400284530164613184e+00,1.168028048666682750e+00,1.272356247258935369e+00,7.685249624465649854e-01
1.100000000000000000e+02,1.472000000000000000e+03,1.338181818181818095e+01,1.100363026052503024e+00,6.024233553508373529e-01,9.720833447137271488e-01,1.085613805796160847e+00,6.539987089538630283e-01
1.600000000000000000e+01,6.830000000000000000e+02,4.268750000000000000e+01,7.046249509659826549e-01,1.026875225908451927e+00,7.747790570610477712e-01,1.398541580427718589e+00,8.121911754354451674e-01
5.443000000000000000e+03,9.307000000000000000e+03,1.709902627227631866e+00,1.489418912692800134e+00,1.205799582994967256e+00,7.453031070921933843e-01,6.116146129317036051e-01,7.657802704492052692e-01
4.300000000000000000e+01,7.560000000000000000e+02,1.758139534883720856e+01,5.272535943588965157e-01,5.332528773701767921e-01,7.159851384407553976e-01,9.505653640545338456e-01,1.107118877409683178e+00
7.900000000000000000e+01,1.269000000000000000e+03,1.606329113924050489e+01,1.237897322712750103e+00,1.149702644725330458e+00,1.080558446887713409e+00,1.258078554261491844e+00,9.095907574247207306e-01
7.790000000000000000e+03,1.141100000000000000e+04,1.464826700898588019e+00,1.087443831288056995e+00,1.305459409391461545e+00,1.023474759224504371e+00,5.993377832100291736e-01,9.555093590153231897e-01
5.163000000000000000e+03,9.107000000000000000e+03,1.763896959132287501e+00,6.187450297728311899e-01,8.783618603954842508e-01,1.196173690843165049e+00,6.670146669114700444e-01,9.677367105373474443e-01
4.600000000000000000e+01,7.750000000000000000e+02,1.684782608695652328e+01,1.108195644937695512e+00,5.742933396926065415e-01,1.022904541149501911e+00,1.329975624844967896e+00,1.407789512930356146e+00
2.900000000000000000e+01,8.310000000000000000e+02,2.865517241379310320e+01,1.107377976563351352e+00,1.482348511350608300e+00,8.154242408953020771e-01,1.423572461940800338e+00,1.005689259409005665e+00
5.870000000000000000e+02,3.203000000000000000e+03,5.456558773424190711e+00,6.720276358984026421e-01,1.078826283565837318e+00,7.546378330058882700e-01,7.100783391926399624e-01,6.985823454704480628e-01
1.360000000000000000e+02,1.286000000000000000e+03,9.455882352941175739e+00,1.122222452095330336e+00,7.747480762361944606e-01,6.791846164664435692e-01,9.639550756725395741e-01,9.951851573703121012e-01
3.570000000000000000e+03,8.102000000000000000e+03,2.269467787114845869e+00,7.046189506451957518e-01,7.801777164860465019e-01,9.835117343671772039e-01,5.539926522977769441e-01,1.147750903971223257e+00
5.670000000000000000e+02,2.834000000000000000e+03,4.998236331569664515e+00,8.699442987482635115e-01,7.185824984892630329e-01,1.171476071342003156e+00,9.036096315801460666e-01,1.461083076658888480e+00
